,0,1,2,3
0,-0.24061159325725612,0.3944489296124454,-0.7354531601515668,-0.47464229111339185
1,-0.23800560647907476,-0.24061159325725612,0.3944489296124454,-0.7354531601515668
2,0.17825569488114645,-0.23800560647907476,-0.24061159325725612,0.3944489296124454
3,-0.20535306719350332,0.17825569488114645,-0.23800560647907476,-0.24061159325725612
4,0.19696619387006287,-0.20535306719350332,0.17825569488114645,-0.23800560647907476
5,0.15445544634646868,0.19696619387006287,-0.20535306719350332,0.17825569488114645
6,0.9705959589876523,0.15445544634646868,0.19696619387006287,-0.20535306719350332
7,0.3023835302986777,0.9705959589876523,0.15445544634646868,0.19696619387006287
8,-0.7597738980842261,0.3023835302986777,0.9705959589876523,0.15445544634646868
9,-1.5999093992910884,-0.7597738980842261,0.3023835302986777,0.9705959589876523
10,-0.32947254774116086,-1.5999093992910884,-0.7597738980842261,0.3023835302986777
11,-1.24328975312471,-0.32947254774116086,-1.5999093992910884,-0.7597738980842261
12,-0.8020099806989811,-1.24328975312471,-0.32947254774116086,-1.5999093992910884
13,3.9735675902963896,-0.8020099806989811,-1.24328975312471,-0.32947254774116086
14,1.7746924648339713,3.9735675902963896,-0.8020099806989811,-1.24328975312471
15,-0.9193322985775687,1.7746924648339713,3.9735675902963896,-0.8020099806989811
16,3.0538445693327754,-0.9193322985775687,1.7746924648339713,3.9735675902963896
17,27.89484283233361,3.0538445693327754,-0.9193322985775687,1.7746924648339713
18,5.002442232323201,27.89484283233361,3.0538445693327754,-0.9193322985775687
19,7.215526610808887,5.002442232323201,27.89484283233361,3.0538445693327754
20,8.36005113695608,7.215526610808887,5.002442232323201,27.89484283233361
21,13.441649502607467,8.36005113695608,7.215526610808887,5.002442232323201
22,14.750014671952805,13.441649502607467,8.36005113695608,7.215526610808887
23,16.94849506420233,14.750014671952805,13.441649502607467,8.36005113695608
24,-5.051627918269386,16.94849506420233,14.750014671952805,13.441649502607467
25,10.836010609017666,-5.051627918269386,16.94849506420233,14.750014671952805
26,6.6944894789420895,10.836010609017666,-5.051627918269386,16.94849506420233
27,0.0,6.6944894789420895,10.836010609017666,-5.051627918269386
28,0.0,0.0,6.6944894789420895,10.836010609017666
29,0.0,0.0,0.0,6.6944894789420895
30,-23.423618986563667,18.884036568769137,-1.498834073007449,-0.2953869635009654
31,31.00045005691896,-23.423618986563667,18.884036568769137,-1.498834073007449
32,-0.18861722443102025,31.00045005691896,-23.423618986563667,18.884036568769137
33,-26.231458144855544,-0.18861722443102025,31.00045005691896,-23.423618986563667
34,1.3031893292531072,-26.231458144855544,-0.18861722443102025,31.00045005691896
35,0.19121670874842067,1.3031893292531072,-26.231458144855544,-0.18861722443102025
36,-0.5879747302698912,0.19121670874842067,1.3031893292531072,-26.231458144855544
37,0.7144889423064127,-0.5879747302698912,0.19121670874842067,1.3031893292531072
38,-1.2071181335793324,0.7144889423064127,-0.5879747302698912,0.19121670874842067
39,-30.875445277214997,-1.2071181335793324,0.7144889423064127,-0.5879747302698912
40,3.028914654364212,-30.875445277214997,-1.2071181335793324,0.7144889423064127
41,-1.9705332902904882,3.028914654364212,-30.875445277214997,-1.2071181335793324
42,-1.4581800089144115,-1.9705332902904882,3.028914654364212,-30.875445277214997
43,2.3605043229556255,-1.4581800089144115,-1.9705332902904882,3.028914654364212
44,-1.1301384075864784,2.3605043229556255,-1.4581800089144115,-1.9705332902904882
45,6.794824927642984,-1.1301384075864784,2.3605043229556255,-1.4581800089144115
46,-1.509907998141824,6.794824927642984,-1.1301384075864784,2.3605043229556255
47,-0.5309437194149669,-1.509907998141824,6.794824927642984,-1.1301384075864784
48,0.7019724398811045,-0.5309437194149669,-1.509907998141824,6.794824927642984
